Date,L Income,L 2030,L 2035,L 2040,L 2045,L 2050,L 2055,L 2060,L 2065,L 2070,L 2075,G Fund,F Fund,C Fund,S Fund,I Fund
"May 20, 2025",27.5074,52.5103,15.8567,60.3683,16.6027,36.5633,18.5042,18.5018,18.4994,10.9641,,19.0757,19.8371,94.3320,88.5766,47.6412
"May 19, 2025",27.5205,52.5684,15.8762,60.4496,16.6267,36.6195,18.5367,18.5343,18.5318,10.9834,,19.0735,19.8668,94.6980,88.7383,47.5764
"May 16, 2025",27.4974,52.4907,15.8511,60.3474,16.5970,36.5506,18.4951,18.4928,18.4903,10.9587,,19.0667,19.8702,94.6008,88.9812,47.2925
"May 15, 2025",27.4505,52.2987,15.7877,60.0855,16.5201,36.3708,18.3861,18.3837,18.3813,10.8941,,19.0645,19.8606,93.9305,88.0936,47.1619
"May 14, 2025",27.4029,52.1204,15.7285,59.8417,16.4487,36.2048,18.2923,18.2899,18.2874,10.8384,,19.0623,19.7613,93.5213,88.0891,46.7770
"May 13, 2025",27.4079,52.1391,15.7351,59.8692,16.4569,36.2236,18.2999,18.2976,18.2951,10.8429,,19.0601,19.8158,93.4221,88.3467,46.8548
"May 12, 2025",27.3628,51.9531,15.6739,59.6166,16.3828,36.0503,18.1937,18.1914,18.1890,10.7801,,19.0578,19.8300,92.7476,87.5620,46.7321
"May 9, 2025",27.1831,51.2003,15.4259,58.5931,16.0827,35.3475,17.7614,17.7591,17.7568,10.5240,,19.0511,19.9079,89.8127,84.4044,46.3638
"May 8, 2025",27.1679,51.1460,15.4081,58.5202,16.0614,35.2982,17.7328,17.7306,17.7283,10.5071,,19.0489,19.8916,89.8608,84.4642,46.0989
"May 7, 2025",27.1448,51.0372,15.3727,58.3736,16.0184,35.1965,17.6638,17.6616,17.6594,10.4665,,19.0467,19.9958,89.3425,82.9222,46.2961
"May 6, 2025",27.1202,50.9469,15.3429,58.2513,15.9827,35.1136,17.6165,17.6144,17.6121,10.4384,,19.0444,19.9556,88.9551,82.6523,46.2940
"May 5, 2025",27.1593,51.1272,15.4025,58.4987,16.0555,35.2848,17.7242,17.7220,17.7197,10.5021,,19.0422,19.9120,89.6440,83.3977,46.4258
"May 2, 2025",27.1779,51.2218,15.4344,58.6319,16.0949,35.3774,17.7792,17.7770,17.7747,10.5348,,19.0355,19.9398,90.2150,83.7420,46.3334
"May 1, 2025",27.0596,50.7157,15.2677,57.9438,15.8931,34.9045,17.4863,17.4842,17.4820,10.3614,,19.0333,20.0301,88.9025,81.9234,45.5054
"Apr 30, 2025",27.0422,50.6381,15.2425,57.8399,15.8627,34.8329,17.4385,17.4364,17.4343,10.3332,,19.0310,20.0970,88.3449,81.4558,45.6668
"Apr 29, 2025",27.0320,50.6007,15.2304,57.7904,15.8483,34.7994,17.4179,17.4158,17.4136,10.3209,,19.0288,20.1062,88.2075,81.8246,45.5389
"Apr 28, 2025",26.9910,50.4439,15.1787,57.5778,15.7861,34.6549,17.3341,17.3320,17.3299,10.2712,,19.0266,20.0564,87.6983,81.3156,45.4041
"Apr 25, 2025",26.9555,50.3258,15.1400,57.4205,15.7404,34.5494,17.2751,17.2730,17.2708,10.2362,,19.0199,19.9991,87.6408,80.9693,45.0761
"Apr 24, 2025",26.9183,50.1894,15.0951,57.2361,15.6867,34.4248,17.2049,17.2027,17.2005,10.1945,,19.0177,19.9307,86.9989,80.8199,45.0730
"Apr 23, 2025",26.7770,49.6274,14.9099,56.4742,15.4639,33.9062,16.8998,16.8977,16.8954,10.0137,,19.0155,19.8278,85.2715,78.8368,44.5168
"Apr 22, 2025",26.6797,49.2400,14.7825,55.9509,15.3111,33.5505,16.6892,16.6871,16.6849,9.8889,,19.0133,19.7878,83.8721,77.4063,44.3119
"Apr 21, 2025",26.5241,48.6079,14.5746,55.0951,15.0608,32.9671,16.3407,16.3386,16.3364,9.6824,,19.0110,19.7545,81.8153,75.2720,43.7073
"Apr 17, 2025",26.6311,49.0598,14.7243,55.7133,15.2420,33.3896,16.5884,16.5863,16.5841,9.8293,,19.0021,19.8621,83.7834,77.1470,43.6722
"Apr 16, 2025",26.5967,48.9160,14.6772,55.5198,15.1854,33.2572,16.5058,16.5037,16.5016,9.7804,,18.9999,19.9067,83.6715,76.5329,43.2658
"Apr 15, 2025",26.6937,49.3359,14.8154,56.0900,15.3525,33.6480,16.7459,16.7438,16.7416,9.9228,,18.9976,19.8428,85.5872,77.4363,43.4390
"Apr 14, 2025",26.6719,49.2585,14.7900,55.9860,15.3222,33.5780,16.7065,16.7044,16.7022,9.8994,,18.9954,19.8061,85.7274,77.3133,43.0704
"Apr 11, 2025",26.5772,48.9095,14.6754,55.5170,15.1856,33.2615,16.5256,16.5234,16.5212,9.7922,,18.9887,19.6844,85.0509,76.5227,42.3989
"Apr 10, 2025",26.4528,48.3931,14.5057,54.8183,14.9812,32.7843,16.2356,16.2335,16.2313,9.6204,,18.9865,19.7263,83.5381,75.3926,41.6057
"Apr 9, 2025",26.6402,49.1395,14.7509,55.8239,15.2744,33.4651,16.6334,16.6313,16.6291,9.8560,,18.9843,19.8383,86.5182,78.9079,41.6095
"Apr 8, 2025",26.0902,46.9116,14.0201,52.8256,14.3998,31.4305,15.4215,15.4196,15.4176,9.1380,,18.9821,19.8518,79.0001,71.6795,39.6891
"Apr 7, 2025",26.1867,47.2927,14.1458,53.3418,14.5505,31.7803,15.6229,15.6210,15.6190,9.2573,,18.9799,19.9681,80.2606,73.4706,39.8699
"Apr 4, 2025",26.2722,47.6304,14.2583,53.8060,14.6865,32.0962,15.7986,15.7968,15.7949,9.3616,,18.9732,20.1956,80.4469,74.0186,40.9230
"Apr 3, 2025",26.6634,49.2892,14.8062,56.0703,15.3511,33.6517,16.7449,16.7430,16.7410,9.9224,,18.9710,20.1745,85.5462,78.0950,43.3176
"Apr 2, 2025",26.9482,50.5131,15.2101,57.7398,15.8411,34.7996,17.4495,17.4475,17.4453,10.3396,,18.9688,20.0596,89.8916,83.9644,44.1351
"Apr 1, 2025",26.9011,50.3194,15.1464,57.4771,15.7642,34.6196,17.3396,17.3376,17.3355,10.2746,,18.9665,20.0747,89.2888,82.5371,44.0553
"Mar 31, 2025",26.8634,50.1776,15.0996,57.2847,15.7079,34.4889,17.2646,17.2625,17.2603,10.2301,,18.9643,20.0187,88.9501,82.0932,43.8427
"Mar 28, 2025",26.8594,50.1902,15.1042,57.3059,15.7146,34.5059,17.2790,17.2769,17.2747,10.2384,,18.9577,19.9738,88.4507,82.3925,44.2564
"Mar 27, 2025",26.9686,50.6826,15.2667,57.9789,15.9125,34.9707,17.5702,17.5680,17.5657,10.4107,,18.9555,19.8635,90.2289,84.2106,44.7319
"Mar 26, 2025",26.9862,50.7628,15.2935,58.0903,15.9454,35.0479,17.6164,17.6143,17.6120,10.4380,,18.9532,19.8788,90.5283,85.0763,44.6803
"Mar 25, 2025",27.0631,51.0920,15.4027,58.5420,16.0782,35.3587,17.8032,17.8010,17.7988,10.5486,,18.9510,19.9203,91.5499,86.2546,45.0671
"Mar 24, 2025",27.0474,51.0368,15.3845,58.4679,16.0566,35.3088,17.7750,17.7728,17.7705,10.5317,,18.9488,19.8945,91.4028,86.5407,44.9107
"Mar 21, 2025",26.9543,50.6455,15.2560,57.9380,15.9012,34.9447,17.5480,17.5459,17.5437,10.3976,,18.9421,19.9818,89.8175,84.1207,44.8948
"Mar 20, 2025",26.9624,50.6835,15.2688,57.9914,15.9171,34.9817,17.5692,17.5671,17.5649,10.4101,,18.9399,20.0045,89.7412,84.2994,45.0717
"Mar 19, 2025",26.9796,50.7672,15.2966,58.1069,15.9511,35.0620,17.6197,17.6176,17.6154,10.4399,,18.9377,19.9842,89.9273,84.7421,45.2185
"Mar 18, 2025",26.9111,50.4916,15.2056,57.7313,15.8410,34.8049,17.4676,17.4654,17.4632,10.3499,,18.9355,19.9279,88.9656,83.3077,45.0982
"Mar 17, 2025",26.9557,50.6920,15.2719,58.0059,15.9217,34.9944,17.5844,17.5823,17.5801,10.4191,,18.9333,19.9071,89.9209,84.3131,45.0530
"Mar 14, 2025",26.8789,50.3924,15.1734,57.6015,15.8035,34.7189,17.4200,17.4179,17.4157,10.3219,,18.9267,19.8836,89.3419,83.0781,44.5187
"Mar 13, 2025",26.7371,49.7903,14.9750,56.7824,15.5632,34.1565,17.0760,17.0739,17.0718,10.1183,,18.9245,19.9258,87.4650,80.7984,43.8253
"Mar 12, 2025",26.8167,50.1435,15.0916,57.2646,15.7049,34.4887,17.2812,17.2791,17.2769,10.2396,,18.9223,19.8750,88.6898,82.4892,44.0958
"Mar 11, 2025",26.7794,49.9845,15.0394,57.0495,15.6419,34.3410,17.1887,17.1866,17.1844,10.1849,,18.9201,19.9198,88.2568,82.0792,43.8148
"Mar 10, 2025",26.8178,50.1434,15.0923,57.2683,15.7061,34.4908,17.2753,17.2732,17.2711,10.2365,,18.9179,19.9884,88.9295,81.8882,43.9951
"Mar 7, 2025",26.9859,50.8993,15.3424,58.3046,16.0110,35.2066,17.7187,17.7165,17.7143,10.4989,,18.9112,19.8960,91.3772,84.9075,44.8572
"Mar 6, 2025",26.9486,50.7424,15.2908,58.0914,15.9485,35.0601,17.6278,17.6257,17.6235,10.4450,,18.9090,19.9187,90.8616,84.6472,44.6196
"Mar 5, 2025",27.0534,51.1960,15.4409,58.7128,16.1311,35.4880,17.8878,17.8857,17.8835,10.5988,,18.9068,19.9290,92.5078,86.9751,44.8703
"Mar 4, 2025",26.9450,50.7256,15.2857,58.0712,15.9427,35.0459,17.6132,17.6112,17.6090,10.4363,,18.9047,20.0029,91.4855,85.7441,43.8611
"Mar 3, 2025",27.0075,50.9921,15.3743,58.4379,16.0506,35.2984,17.7638,17.7617,17.7596,10.5255,,18.9025,20.0572,92.6163,86.8007,43.9448
"Feb 28, 2025",27.0816,51.3421,15.4905,58.9211,16.1931,35.6336,17.9726,17.9705,17.9683,10.6490,,18.8952,20.0100,94.2662,89.1575,43.8343
"Feb 27, 2025",27.0016,51.0193,15.3836,58.4796,16.0635,35.3310,17.7938,17.7916,17.7894,10.5429,,18.8928,19.9309,92.7852,87.9760,43.8223
"Feb 26, 2025",27.1132,51.5031,15.5440,59.1442,16.2590,35.7893,18.0723,18.0702,18.0680,10.7080,,18.8904,19.9572,94.2803,89.2840,44.5111
"Feb 25, 2025",27.0957,51.4430,15.5242,59.0630,16.2353,35.7345,18.0423,18.0401,18.0379,10.6902,,18.8880,19.9139,94.2653,88.9834,44.3669
"Feb 24, 2025",27.0989,51.4860,15.5383,59.1226,16.2531,35.7780,18.0782,18.0759,18.0736,10.7113,,18.8856,19.7958,94.7075,89.7402,44.1783
"Feb 21, 2025",27.1201,51.6084,15.5794,59.2951,16.3044,35.8996,18.1564,18.1542,18.1518,10.7575,,18.8784,19.7619,95.1758,90.4564,44.2773
"Feb 20, 2025",27.2217,52.0737,15.7336,59.9358,16.4933,36.3446,18.4370,18.4347,18.4322,10.9233,,18.8760,19.6756,96.8248,93.3114,44.6037
"Feb 19, 2025",27.2379,52.1579,15.7616,60.0529,16.5281,36.4268,18.4901,18.4878,18.4852,10.9545,,18.8736,19.6469,97.2337,94.4858,44.4871
"Feb 18, 2025",27.2459,52.2053,15.7775,60.1197,16.5480,36.4742,18.5215,18.5191,18.5166,10.9729,,18.8712,19.6216,97.0018,95.1476,44.7465
"Feb 14, 2025",27.2125,52.0793,15.7367,59.9530,16.4994,36.3604,18.4472,18.4449,18.4424,10.9290,,18.8616,19.6933,96.7502,94.7317,44.4727
"Feb 13, 2025",27.2070,52.0746,15.7352,59.9476,16.4980,36.3581,18.4509,18.4486,18.4461,10.9311,,18.8592,19.6309,96.7348,94.6118,44.5321
"Feb 12, 2025",27.1111,51.6884,15.6071,59.4182,16.3425,35.9948,18.2372,18.2348,18.2322,10.8044,,18.8568,19.5149,95.7356,93.5246,43.9212
"Feb 11, 2025",27.1332,51.7731,15.6357,59.5368,16.3774,36.0759,18.2793,18.2770,18.2745,10.8294,,18.8544,19.6184,95.9867,94.0245,43.9527
"Feb 10, 2025",27.1322,51.7713,15.6354,59.5362,16.3774,36.0758,18.2771,18.2748,18.2723,10.8279,,18.8520,19.6517,95.9520,94.7561,43.8318
"Feb 7, 2025",27.0896,51.6099,15.5825,59.3193,16.3140,35.9279,18.1869,18.1846,18.1822,10.7744,,18.8448,19.6551,95.2989,94.4031,43.7110
"Feb 6, 2025",27.1496,51.8674,15.6682,59.6746,16.4187,36.1730,18.3332,18.3309,18.3285,10.8612,,18.8424,19.7120,96.2056,95.2495,43.9616
"Feb 5, 2025",27.1255,51.7690,15.6359,59.5413,16.3797,36.0816,18.2765,18.2743,18.2719,10.8275,,18.8400,19.7251,95.8560,95.3824,43.7822
"Feb 4, 2025",27.0680,51.5463,15.5620,59.2367,16.2903,35.8734,18.1567,18.1544,18.1520,10.7566,,18.8376,19.6274,95.4795,94.4509,43.3746
"Feb 3, 2025",27.0008,51.2695,15.4705,58.8582,16.1791,35.6133,18.0000,17.9977,17.9953,10.6638,,18.8352,19.5939,94.7943,93.6587,42.8932
"Jan 31, 2025",27.0615,51.5592,15.5670,59.2603,16.2979,35.8930,18.1739,18.1715,18.1690,10.7666,,18.8280,19.5785,95.5121,94.6520,43.4380
"Jan 30, 2025",27.1037,51.7439,15.6285,59.5155,16.3731,36.0693,18.2798,18.2775,18.2750,10.8294,,18.8256,19.6098,95.9913,95.2872,43.7354
"Jan 29, 2025",27.0440,51.4982,15.5472,59.1794,16.2743,35.8382,18.1405,18.1382,18.1357,10.7470,,18.8232,19.5817,95.4866,94.2429,43.2974
"Jan 28, 2025",27.0596,51.5708,15.5715,59.2805,16.3042,35.9082,18.1827,18.1804,18.1779,10.7720,,18.8209,19.5959,95.9355,94.4877,43.2434
"Jan 27, 2025",27.0132,51.3774,15.5076,59.0165,16.2266,35.7265,18.0712,18.0689,18.0665,10.7060,,18.8185,19.5978,95.0611,93.7506,43.1891
"Jan 24, 2025",27.0865,51.7378,15.6273,59.5150,16.3739,36.0741,18.2936,18.2912,18.2887,10.8376,,18.8113,19.4947,96.4669,95.2645,43.5210
"Jan 23, 2025",27.0808,51.7264,15.6236,59.5006,16.3698,36.0652,18.2908,18.2884,18.2858,10.8359,,18.8089,19.4639,96.7344,95.4289,43.2972
"Jan 22, 2025",27.0482,51.5864,15.5776,59.3104,16.3139,35.9340,18.2077,18.2053,18.2028,10.7867,,18.8065,19.5025,96.2222,95.0934,43.1256
"Jan 21, 2025",27.0230,51.4798,15.5426,59.1664,16.2718,35.8351,18.1449,18.1426,18.1401,10.7493,,18.8041,19.5368,95.6335,95.3365,43.0439
"Jan 17, 2025",26.9227,51.0916,15.4148,58.6402,16.1177,35.4757,17.9311,17.9287,17.9262,10.6228,,18.7945,19.4733,94.7994,93.7672,42.4062
"Jan 16, 2025",26.8681,50.8642,15.3398,58.3306,16.0269,35.2632,17.8011,17.7988,17.7963,10.5458,,18.7921,19.4768,93.8602,93.1450,42.2471
"Jan 15, 2025",26.8518,50.8106,15.3221,58.2583,16.0057,35.2144,17.7751,17.7728,17.7703,10.5305,,18.7897,19.4305,94.0560,92.5684,42.0397
"Jan 14, 2025",26.7232,50.2986,15.1527,57.5596,15.8009,34.7371,17.4965,17.4941,17.4915,10.3653,,18.7873,19.2682,92.3577,90.9290,41.5475
"Jan 13, 2025",26.6915,50.1723,15.1111,57.3881,15.7506,34.6196,17.4258,17.4234,17.4208,10.3236,,18.7849,19.2594,92.2518,89.9375,41.3061
"Jan 10, 2025",26.6968,50.2144,15.1257,57.4503,15.7693,34.6639,17.4520,17.4497,17.4471,10.3392,,18.7777,19.2814,92.1063,89.6769,41.6296
"Jan 8, 2025",26.8119,50.7043,15.2884,58.1242,15.9675,35.1276,17.7279,17.7255,17.7230,10.5027,,18.7729,19.3909,93.5293,91.2093,42.3057
"Jan 7, 2025",26.8090,50.7036,15.2883,58.1247,15.9678,35.1289,17.7307,17.7283,17.7258,10.5043,,18.7706,19.3687,93.3819,91.3410,42.4007
"Jan 6, 2025",26.8686,50.9555,15.3720,58.4714,16.0698,35.3674,17.8718,17.8695,17.8670,10.5880,,18.7682,19.4336,94.4278,92.4225,42.4842
"Jan 3, 2025",26.8155,50.7488,15.3043,58.1933,15.9885,35.1776,17.7558,17.7535,17.7510,10.5192,,18.7610,19.4494,93.9003,92.0219,42.1079
"Jan 2, 2025",26.7420,50.4359,15.2012,57.7670,15.8634,34.8843,17.5747,17.5724,17.5700,10.4121,,18.7586,19.4814,92.7248,90.3985,41.9310
